name	logFC	AveExpr	t	P.Value	adj.P.Val	B
FKBP1A	FKBP1A	-0.259364038977639	11.1843388770034	-1.78279104188915	0.0834400146786717	0.130200543350827	-5.38092644630915
ARPC5	ARPC5	-0.227854218070551	11.2806667070645	-1.77793763629376	0.084247776190246	0.131095473793719	-5.39101729876593
PARK7	PARK7	0.261717747100514	11.7744905166203	1.77736608121749	0.0840938273401549	0.131095473793719	-5.39155277318595
AP3B1;AP3B2	AP3B1;AP3B2	0.208442667328107	9.72616332770724	1.77670440248849	0.0842045204372603	0.131095473793719	-5.39265157016857
KDSR	KDSR	-0.304064022033206	9.28510528400045	-1.72114632263476	0.0947528899105524	0.144758964658615	-5.39959965801035
ATP6V1B2	ATP6V1B2	-0.34330097977711	10.0624751379332	-1.76725117086666	0.0857994348067875	0.133386343556108	-5.40831246958951
PPP1R7	PPP1R7	-0.163771565493295	9.74339348260534	-1.76338149008649	0.0864596170649952	0.134288341398822	-5.41470310578771
PSMD2	PSMD2	0.313288021436504	9.55422709365292	1.76219346375694	0.0866631550761887	0.134480071509169	-5.41666273555385
NME3	NME3	0.234120036042547	10.2922644441364	1.75912805727383	0.0874409603438146	0.135561747384363	-5.42207862301286
PDIA5	PDIA5	0.222611844053263	9.86157695013589	1.75613426716855	0.0877075287697552	0.13584957638784	-5.42664007068593
MYO1D	MYO1D	-0.446734004707013	9.77827522515179	-1.74068931478739	0.0906695303161746	0.139408554396389	-5.42912028094333
TRIM21	TRIM21	-0.314304363559497	8.58774692010848	-1.75011003000639	0.0892740577514257	0.137929322746177	-5.43744487361152
DPYSL3	DPYSL3	-0.443109873501124	11.0636716676367	-1.74810811220181	0.0891072090727666	0.137890326297857	-5.4398119129857
NDUFB4	NDUFB4	0.27945732493558	10.0878559857225	1.74767109692209	0.0897019758398458	0.138300842456475	-5.44115152010631
PSMB4	PSMB4	-0.200437694141579	11.009071727032	-1.74702962506722	0.0892967086510388	0.137929322746177	-5.44157797457171
ALDH3A2	ALDH3A2	-0.345775334639642	12.8687467341196	-1.74611806498706	0.0894571414906499	0.138050129193751	-5.44306997333024
ALG2	ALG2	0.300562973598478	9.05507194559179	1.74511148032905	0.0901529231666575	0.138786822099769	-5.44532744048332
HSPA1A;HSPA1A	HSPA1A;HSPA1A	0.216039714396622	12.3169844501563	1.74201369778287	0.0901825032226609	0.138786822099769	-5.44977970389212
RAP2B	RAP2B	-0.332589497234228	9.7962411259822	-1.7264015409411	0.0932395955997965	0.14283693522998	-5.4523125995059
RAB18	RAB18	0.205070756432574	10.2043790443148	1.73850457866842	0.0908065745328708	0.139491526661199	-5.45550580886201
BCKDHA	BCKDHA	-0.415091895825697	8.70822755709326	-1.71751890300859	0.0951362802594572	0.144858178737229	-5.4656562805881
SYNGR2	SYNGR2	0.227543802607988	10.4991852558538	1.72842931201328	0.0926185419800944	0.142144910406379	-5.47189239089415
NDUFA5	NDUFA5	0.296142344399875	9.11043185980489	1.71414679574917	0.0960458662704219	0.145809392212737	-5.47190958331564
SRC	SRC	0.267257138456873	9.88559200771487	1.72571083721123	0.0931125948028329	0.142772645364344	-5.47630001459456
GBP1	GBP1	-0.503512875002368	10.1210223464234	-1.72324391539862	0.0935628373529851	0.143201462092673	-5.48029471615014
LMNB2	LMNB2	-0.231498646329088	11.3376701122315	-1.71946548977526	0.0942559743387632	0.144130948009821	-5.48640379330729
ETFA	ETFA	0.218192746771757	10.5505496108944	1.71529495724526	0.0950260197847708	0.144858178737229	-5.49313369182568
DIAPH1	DIAPH1	0.224941790291139	9.29033679271538	1.71472515593596	0.0951316345721211	0.144858178737229	-5.49405209568641
UGP2	UGP2	0.265908622816417	10.7003945557131	1.71455637825863	0.0951629369548325	0.144858178737229	-5.49432408147896
SQOR	SQOR	-0.331257265305954	11.4622269912971	-1.71318972183743	0.095416721095213	0.14511292999897	-5.49652561931055
APEH	APEH	-0.240537088556746	9.77712266174747	-1.70980143158306	0.0960483548465079	0.145809392212737	-5.50197739078344
CARHSP1	CARHSP1	-0.251830088136176	9.91116393654665	-1.67763278165927	0.102745828590451	0.154717709599432	-5.50771869107326
HMGB1;NA	HMGB1;NA	0.267224209847271	11.036782809941	1.70432831689007	0.0970760022401514	0.147236321374177	-5.51076435859572
EPHX1	EPHX1	-0.21440664602326	11.8584968277481	-1.69866251873704	0.0981494680435141	0.14873010545583	-5.51983553425038
GOT2	GOT2	0.215276445166419	11.2215496666419	1.69663256083549	0.0985364702358292	0.149181905794371	-5.52307934913335
MAT2A;MAT1A	MAT2A;MAT1A	0.172062388326525	10.1328284642475	1.68804821840584	0.100187106437132	0.151544280817969	-5.53676048399935
PDCD6IP	PDCD6IP	-0.17678642406549	10.3211182894283	-1.68572301494797	0.10063814307895	0.151954202890773	-5.54045608732764
RPA1	RPA1	0.21176197998011	9.77253917344129	1.68571801525991	0.100639114719798	0.151954202890773	-5.54046402900586
PFKM	PFKM	-0.20523571298413	9.71186977171997	-1.67624383614969	0.10249438083321	0.1546164109784	-5.55547714653692
PSMB1	PSMB1	0.169841598025352	10.7984585540815	1.67516818187727	0.102706801486117	0.154717709599432	-5.55717711298838
TCP1	TCP1	0.165196409948598	10.6191309188372	1.6726735488772	0.103200848186735	0.155263641671621	-5.56111605868052
ATL3	ATL3	-0.22253513842265	10.0399625335039	-1.66792728897907	0.104146255517052	0.156545714425363	-5.56859643441067
NEK9	NEK9	-0.219715517085447	8.77035348675586	-1.66185181972617	0.105622427550885	0.158622590212823	-5.57828407482049
GPS1	GPS1	0.210119953786199	9.16965947230423	1.66110327939764	0.106044461138663	0.15911407529206	-5.57953584391959
DPM1	DPM1	0.235995257762404	9.96311679019639	1.65296953020906	0.107172715480571	0.16066338329632	-5.59205197690265
ACSS1	ACSS1	-0.481159343466146	9.14811581300617	-1.65154253475883	0.107465203570047	0.160958141653978	-5.59428023728987
FBXO38	FBXO38	0.340315456613357	11.4934057147526	1.64645103923956	0.108514172178311	0.162384398473604	-5.60221720877204
XPNPEP1	XPNPEP1	0.261506261207234	9.17921554679201	1.62878086198121	0.112748418777184	0.167972134096621	-5.60550208931042
SYNPO	SYNPO	-0.451104193394553	11.1096823596912	-1.63657471284204	0.110829244340304	0.165701069677089	-5.6178025824126
TPM4	TPM4	-0.336042014375694	11.2225611300561	-1.63046410718072	0.111862876302784	0.167097659530582	-5.62700215288054
PON2	PON2	0.288498620977276	10.8663559380133	1.62789762290692	0.112664716508447	0.167972134096621	-5.63103257048968
HIBADH	HIBADH	0.260634361456496	9.93023296739745	1.62641503715992	0.112724376605475	0.167972134096621	-5.63324657122419
CASP1	CASP1	-0.428479103410817	9.18484104741136	-1.58130826336825	0.123512879231513	0.180351981472773	-5.63695035221029
KIF5B;KIF5C	KIF5B;KIF5C	0.156815579433209	10.6733968563096	1.62257256897448	0.113546954601042	0.168956540269191	-5.63916002586105
ITGAV	ITGAV	0.241966304162185	9.52864891261314	1.62227694983083	0.113610443099414	0.168956540269191	-5.63961447732149
SNX9	SNX9	0.278245953171782	9.10113897417802	1.62017469883581	0.114319324057926	0.169710119445852	-5.642900352512
CAND1	CAND1	0.135591908852341	10.6280185990256	1.61951037247681	0.114206019770444	0.169691953269536	-5.64386404683355
CYCS	CYCS	0.370624404338004	10.6891786656297	1.58123887266851	0.123528754433406	0.180351981472773	-5.64673686740988
HNMT	HNMT	-0.464935383804255	10.113875288686	-1.57389900073565	0.125217406912352	0.182025996715012	-5.64792744185166
NIPSNAP2	NIPSNAP2	-0.250833804403724	10.1396886572508	-1.61614699262566	0.114933522318105	0.170471187254503	-5.64902191768892
LGALS3	LGALS3	-0.311678725722681	10.829325665773	-1.61283555351416	0.11591016037354	0.171616542563645	-5.65433685470946
NPEPPS;NA	NPEPPS;NA	0.267737926189774	10.5659540551628	1.61171368143533	0.115898254848284	0.171616542563645	-5.65580645549086
MYH9	MYH9	-0.211678379375897	13.0009993868113	-1.60838748844563	0.116626416601693	0.172524892928848	-5.66088616093192
S100A4	S100A4	-0.455419708833661	11.7299666238402	-1.6073681040176	0.116850326325143	0.17270395941894	-5.66244113550828
TPR	TPR	0.522861546264702	8.63851095332028	1.60572529250544	0.117740699252471	0.173866872510904	-5.66493960174492
NCKAP1	NCKAP1	-0.297350303954909	9.35229980984078	-1.60205680837934	0.118279449543201	0.174508959387553	-5.67055197931221
NDUFA10	NDUFA10	0.261425109833171	9.31053847444533	1.60098062688492	0.118518168443747	0.174707642508386	-5.67218604741787
ALDH2	ALDH2	-0.417728320142698	11.9510927866434	-1.59730709680004	0.119079177251271	0.175380647899021	-5.67774259105355
PDPR	PDPR	-0.294852982039568	10.3699884132773	-1.59337236601869	0.120489251055149	0.177301886521994	-5.68365294182451
TST	TST	0.370424300452097	10.8823049874772	1.58981829033512	0.120760656282188	0.177545658404372	-5.68907815138952
THY1	THY1	0.374887003795683	10.8928884532964	1.58799098357089	0.121173873089049	0.177997316637369	-5.69183708945644
EIF3M	EIF3M	0.232944216909353	9.40324555294974	1.58654296336575	0.12175902664858	0.178700529495599	-5.69401668226304
SVIL	SVIL	0.356859689064569	8.93252276986528	1.58458079378944	0.122205012654118	0.179042073513319	-5.69697044597693
DLAT	DLAT	-0.231739901727151	10.0597385728534	-1.58406892626945	0.122064679384466	0.178992660861588	-5.69774948439143
CLIP1	CLIP1	0.317568578820074	9.04425027717107	1.58119967774512	0.122976640675147	0.179858693112867	-5.7020528290031
YWHAH	YWHAH	-0.263871718836173	10.5734365812554	-1.58055041384059	0.122868364728125	0.179857004689208	-5.70304276565464
AP2A1	AP2A1	-0.224481130802761	10.093656660392	-1.57556840219089	0.12401370282099	0.180902699423494	-5.71052028942245
DCTN1	DCTN1	-0.36497861494651	10.2014013987114	-1.57460665817267	0.124235799945386	0.181069364677346	-5.71196141680958
PTPN6	PTPN6	-0.303682827324359	9.85669926396667	-1.57354316285217	0.124481771264742	0.181270506464441	-5.71355412444181
DBI	DBI	-0.371399069736086	10.2700504051658	-1.57217900120219	0.124797862108998	0.181573319307632	-5.71559574713213
FCHO2	FCHO2	-0.274371398342788	8.23765400920272	-1.55488590634552	0.129679352034411	0.18689410477749	-5.71752947691723
NIBAN1	NIBAN1	-0.352081833469194	10.0460505674804	-1.56894944411239	0.125805678366747	0.182722953267965	-5.72059199607896
SYK	SYK	0.354090440606539	9.01261717481935	1.56584657980432	0.126273706902066	0.183244212522532	-5.7250527911547
NAGK	NAGK	0.209735423328876	10.2372623863089	1.56493713268715	0.126486823410597	0.183394971076332	-5.72640826500103
ERAP1	ERAP1	-0.302966409659279	10.2149848086417	-1.56371854883452	0.126772839546941	0.18365107644462	-5.72822341439442
ABCD3	ABCD3	0.423015992746965	9.42325459716955	1.55954783253095	0.128012575831586	0.185287167949338	-5.73437661205812
SLC34A2	SLC34A2	-0.458031922783732	10.3737112391418	-1.53536424617427	0.134105728757929	0.19195525881037	-5.73459600805655
GSS	GSS	0.260874310521157	8.90503343119602	1.55894692195332	0.128715621390549	0.185698677717641	-5.73554489674469
EML2	EML2	-0.320166033923856	9.74653738874379	-1.55836147206567	0.128293277201607	0.185533516297587	-5.73613656349092
EXOC4	EXOC4	0.190265680106481	8.62896343582069	1.55762756337089	0.128739285803058	0.185698677717641	-5.73710246199129
CGN	CGN	0.396930680372398	9.30299465213258	1.55549816949984	0.128715998954678	0.185698677717641	-5.74043598770994
MAP1S	MAP1S	0.304433979492096	9.43693576374637	1.53372890062289	0.134506948080967	0.192365558626868	-5.74799985540693
CPT2	CPT2	0.275696483401241	9.35335941723279	1.54916926130881	0.130228431201651	0.18752447340272	-5.74980030380463
TMX1	TMX1	0.202099875917551	10.0110184882594	1.54601037957949	0.130988678125861	0.188457575469855	-5.75446176404654
ACSF2	ACSF2	-0.305714632659114	8.94931628715839	-1.54504803282604	0.131477702482059	0.18899919731796	-5.75601090270714
NHLRC2	NHLRC2	-0.189813310317124	8.78668414101509	-1.54271993729896	0.132313015608534	0.189874831800623	-5.75852073506525
CTSD	CTSD	-0.553251810818727	12.3299892852758	-1.54281913976741	0.131760352705033	0.189243483483106	-5.75916254478713
DLST	DLST	-0.162329872087007	11.0042330509958	-1.53974787113741	0.132506481907519	0.189990079524102	-5.76367859780344
CTNNB1	CTNNB1	-0.244190687351614	9.83790470559757	-1.53735568315526	0.133089996993366	0.190663912074967	-5.76719067253637
CFL1	CFL1	0.216811741764186	13.4070963057211	1.53004875026557	0.134885193301641	0.192742331534855	-5.77788873909378
MOB1A;MOB1B	MOB1A;MOB1B	0.222402775646847	9.50673298418968	1.52990304740121	0.135177658635997	0.192995993919931	-5.77800544544572
METAP2	METAP2	0.214869693583427	9.46294412034201	1.50875671495998	0.140483749330548	0.199553481494069	-5.78438960137042
GPX1	GPX1	0.235239496048056	11.3103652334489	1.52027308909946	0.137317375611656	0.195884344649083	-5.79213150174457
AP3M1	AP3M1	0.240177812772348	9.19117115707101	1.51876851518618	0.137951067927526	0.196621258956126	-5.79420394700175
OCIAD1	OCIAD1	0.264295454112942	9.25164812904453	1.51630260078645	0.138571434531343	0.197337946207061	-5.79777738579336
MTCH2	MTCH2	0.214583077785326	10.0213753458026	1.51164043667202	0.139494386229324	0.198483961422911	-5.80464241014666
NAE1	NAE1	0.191318278742658	9.51771852641389	1.51086575142646	0.139947145549143	0.198959574408985	-5.80563817822458
MAP2K1	MAP2K1	0.23285459586978	8.96911867125556	1.50224401655031	0.142709850912402	0.202544243179986	-5.81791274712883
DNAJC8	DNAJC8	0.228637693922087	9.53435836521612	1.48950255430088	0.145203895707272	0.20590991629435	-5.83643964098164
DYNC1H1	DYNC1H1	-0.134203842656998	10.9266221560043	-1.48737273610781	0.145762895740226	0.206528187297755	-5.83947698065414
SUMF2	SUMF2	0.278956808393069	9.69737463559049	1.46823784818662	0.151117048967053	0.213394049802929	-5.84209173857778
DNPEP	DNPEP	-0.335906641877344	10.0805945583071	-1.48464475021155	0.146481400731354	0.207371224138232	-5.8433617733026
CYRIB	CYRIB	0.231305382615064	10.1515130459707	1.48328225884217	0.146841314188192	0.207705616277991	-5.84529967678375
FLNB	FLNB	0.242329292484873	11.0129116925846	1.48141746223193	0.147335058474941	0.208228588534871	-5.84794947703323
LAMTOR3	LAMTOR3	0.354391567255938	9.65918460520193	1.42696539408259	0.162863937442929	0.227088528077899	-5.86834501067175
MYOF	MYOF	0.228630528033722	10.7541774410634	1.46591050755411	0.15149226881737	0.213744133902827	-5.86987019039695
WDFY1	WDFY1	-0.237246456527004	8.94941645251805	-1.43034280058754	0.162183742452939	0.226356195825839	-5.87154528886954
DYNLRB1;DYNLRB2	DYNLRB1;DYNLRB2	0.1628845636449	9.1213464754692	1.43101553935874	0.161708127085202	0.225880154223007	-5.87170679696713
SERPINA3	SERPINA3	-0.319033257629441	12.3359946513765	-1.46204406596449	0.152543192016226	0.21504619596578	-5.87530404655623
PIP4K2A	PIP4K2A	-0.174944535536676	9.62006918374395	-1.46081780105922	0.152877704275278	0.215336967683046	-5.87702477341931
ACADSB	ACADSB	0.520728882149008	9.0906591355952	1.44294292749328	0.158073494730648	0.221171164710631	-5.87741196453028
KLC1	KLC1	-0.251465097521285	9.39436986940782	-1.45834691586746	0.15355350330537	0.216107570871515	-5.8804881008387
RAB22A	RAB22A	-0.139235310503256	9.76542422883175	-1.43862567267973	0.159553903319963	0.223056622543063	-5.88411742884487
TGFBI	TGFBI	-0.326676572973208	11.3381235734622	-1.45473594998133	0.15454537704912	0.217321346788504	-5.88554008696198
MVP	MVP	0.242993788679216	11.4451334451044	1.45330360903	0.154940220991858	0.217694251920777	-5.88754095480096
DYNC1I2	DYNC1I2	-0.173277745550985	10.5120880699725	-1.44590468151461	0.156992568351494	0.220393413262674	-5.89784883912954
NDUFS2	NDUFS2	0.266121121976374	9.51728755963537	1.44398020320335	0.157783332835665	0.221133736086045	-5.9003122681682
ATP5MF	ATP5MF	0.209581600597577	11.274844048986	1.4437928992196	0.157582269389989	0.221036449712441	-5.90078232429366
ARHGAP12	ARHGAP12	-0.313848862989968	10.3802014939928	-1.44349878407583	0.157917949994929	0.221137813212249	-5.90097999497387
ATP6V1G1;ATP6V1G2	ATP6V1G1;ATP6V1G2	-0.232767750065644	10.6946927953969	-1.39413754126931	0.172473898006684	0.238318662203205	-5.91012667872541
HSD17B11	HSD17B11	0.250210126849993	11.3716351187196	1.42475081982763	0.16297896148533	0.227088528077899	-5.92706159844162
FH	FH	0.151831166137399	10.754257330167	1.42337407188758	0.16337471168593	0.227451194793264	-5.92894956157744
UQCRC2	UQCRC2	0.134076631511542	11.1927745653608	1.42066936892978	0.164154385733278	0.228347318679515	-5.93265384187488
PSMB9	PSMB9	-0.287027976853302	9.93350757044815	-1.41588422352902	0.165540937039102	0.230085458020407	-5.93919204948761
PDXK	PDXK	-0.247338361043534	9.9075273349472	-1.41274066827044	0.166708423324241	0.231516495253434	-5.94323201592403
RPS11	RPS11	0.222456527650071	10.7880592149887	1.41061031970352	0.167079738415664	0.231840397355289	-5.94637527939694
MRC2	MRC2	-0.383912299185502	8.75601144116315	-1.3609718139365	0.182905825007024	0.24926857158019	-5.94643443255367
PLOD3	PLOD3	0.404379712459638	8.88937608253518	1.36371621127205	0.182048699692955	0.24850387543453	-5.9518291503637
SLC25A1	SLC25A1	0.229977327061166	10.725243595096	1.40657183986774	0.16826563175517	0.233293142623395	-5.95185964350608
VAPB	VAPB	0.199454816536134	9.56799228604054	1.40324227772403	0.169248299199131	0.23446195903906	-5.95637071466608
COL12A1	COL12A1	-0.742486527287273	10.3394817822128	-1.40044434451245	0.170077530352305	0.235416466167782	-5.9601541178438
PITPNB	PITPNB	0.141079025377362	9.7254177701519	1.3935163666113	0.172144457685627	0.238081173355986	-5.96949315587922
CAPN1	CAPN1	-0.121888359414999	11.1459790920645	-1.39199802264951	0.172600055532518	0.238318662203205	-5.97153437345318
LDHB	LDHB	0.3138177750964	12.1124134100119	1.39012347012238	0.173163834546513	0.238900639444203	-5.97405171912847
HUWE1	HUWE1	0.250195319680428	9.14452602545363	1.38743104363708	0.173976102318739	0.23982420015859	-5.97766207570836
ITGB2	ITGB2	-0.250940834698348	9.80037855688235	-1.38406177921083	0.174996739454189	0.2410332449086	-5.9821711898072
SRI	SRI	0.358181648253993	10.0578092367754	1.35845249852481	0.183695406266954	0.250141595395147	-5.98976339285884
HMOX2	HMOX2	0.241580561690544	8.8923739949909	1.37732413633698	0.177844698286398	0.244154741147066	-5.9902714065205
PITHD1	PITHD1	-0.251689773084211	9.41565243104453	-1.37641521060048	0.177330364080049	0.244047279746232	-5.99236817726936
GRIPAP1	GRIPAP1	0.348710705707797	8.33511806694351	1.37616225632769	0.177656970633396	0.244154741147066	-5.99242403111681
DPP4	DPP4	0.432062610895116	9.59783927714675	1.37488960235414	0.177798837417593	0.244154741147066	-5.99439656765046
APIP	APIP	0.335830168931313	9.208999065585	1.33687141370027	0.190567781355942	0.257412151968324	-5.99682750681221
HEXB	HEXB	-0.375962634737515	10.183138164387	-1.37090764560062	0.179026115691909	0.245575856410715	-5.99968130883632
